title,url,image_url,price,image_hash,company
"Diapers Size 4 - Huggies Snug & Dry Disposable Baby Diapers, 148ct, Mega Colossal Pack",https://www.amazon.ca/Huggies-Snug-Baby-Diapers-count/dp/B082VYPPLK?dchild=1,https://m.media-amazon.com/images/I/81ujK6S5vuL._AC_UL320_.jpg,29.98,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]",Amazon
Cetaphil Moisturizing Lotion 500ml,https://www.amazon.ca/Cetaphil-Moisturizing-Lotion-500ml/dp/B00BMJTP54?dchild=1,https://m.media-amazon.com/images/I/71p9bzswASL._AC_UL320_.jpg,13.99,"[1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1]",Amazon
Fat Brain Toys FBT-2323 Dimple Building Sets,https://www.amazon.ca/Fat-Brain-Toys-FBT-2323-Building/dp/B079CH7PLF?dchild=1,https://m.media-amazon.com/images/I/51KMSZBMN9L._AC_UL320_.jpg,18.99,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1]",Amazon
"Philips Avent SCF190/01 Soothie Pacifier, 0-3 Months, Green/Blue, 2 Count (Pack of 1)(Color May Vary)",https://www.amazon.ca/Philips-Soothie-Pacifier-SCF190-01/dp/B0045I6IAO?dchild=1,https://m.media-amazon.com/images/I/61+lIJ50AtL._AC_UL320_.jpg,5.47,"[1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0]",Amazon
"Munchkin Miracle 360-Degree Trainer Cup, 7 Ounce (colors may vary)",https://www.amazon.ca/Munchkin-Miracle-360-Degree-Trainer-colors/dp/B00OBT466A?dchild=1,https://m.media-amazon.com/images/I/71P6DJycaCL._AC_UL320_.jpg,7.97,"[1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0]",Amazon
"Cunina Corner Protector, 8-pack Transparent Baby Proofing Safety Corner Edge Guards, Furniture Table Sharp Corner Guard Protectors Bumper for Baby Child Kids",https://www.amazon.ca/Cunina-Protector-Transparent-Furniture-Protectors/dp/B01FF2X4IC?dchild=1,https://m.media-amazon.com/images/I/61xtrkIYbAL._AC_UL320_.jpg,9.99,"[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",Amazon
Jolly Jumper Bath Tub Toy Bag,https://www.amazon.ca/Jolly-Jumper-Bath-Tub-White/dp/B001L61286?dchild=1,https://m.media-amazon.com/images/I/81YuY+lbsIL._AC_UL320_.jpg,7.99,"[1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0]",Amazon
"Fisher-Price Little People Helpful Neighbor's Garage, Vehicle Playset",https://www.amazon.ca/Fisher-Price-Little-People-Helpful-Neighbors/dp/B07DK4LGVL?dchild=1,https://m.media-amazon.com/images/I/61N6Ki6krvL._AC_UL320_.jpg,24.97,"[1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1]",Amazon
LeapFrog Mr. Pencil's Scribble & Write (English Version),https://www.amazon.ca/LeapFrog-Pencils-Scribble-English-Version/dp/B072Q47ZJJ?dchild=1,https://m.media-amazon.com/images/I/81piD2s9HPL._AC_UL320_.jpg,24.95,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1]",Amazon
"Goodnites Bedwetting Underwear For Girls, S/M (38-65 Kg.), 44 Ct, Giga Pack (Packaging May Vary)",https://www.amazon.ca/GoodNites-Bedtime-Bedwetting-Underwear-Girls/dp/B00IKGBVKO?dchild=1,https://m.media-amazon.com/images/I/8173l6nH3CL._AC_UL320_.jpg,24.99,"[1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",Amazon
"Similac Advance Step 2 Non-gmo Baby Formula Powder, 6-24 Months, Green, 964g",https://www.amazon.ca/Similac-Advance-Non-gmo-Formula-Powder/dp/B07BTL2FYP?dchild=1,https://m.media-amazon.com/images/I/61owY6WdJRL._AC_UL320_.jpg,38.48,"[1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1]",Amazon
"The Honest Company Bubble Bath - Lavender Dream 12 fluid_ounces 0.340 kilograms, Dreamy Lavender, 12 fl Oz (Pack of 1)",https://www.amazon.ca/Honest-Lavender-Hypoallergenic-Naturally-Botanicals/dp/B01LDZJHAE?dchild=1,https://m.media-amazon.com/images/I/71rLEmBwjvL._AC_UL320_.jpg,14.97,"[1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Amazon
"hydraSense Ultra-Gentle Mist Nasal Spray, Baby Nasal Care, 100% Natural Sourced Seawater, Preservative-Free, 100 mL",https://www.amazon.ca/hydraSense-Ultra-Gentle-Mist-100-mL/dp/B00MCC16E8?dchild=1,https://m.media-amazon.com/images/I/81Kqa6J2-0L._AC_UL320_.jpg,10.99,"[1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",Amazon
Women's Solid Color V-Neck Cotton & Linen Long Sleeves Blouse Dress,https://www.amazon.ca/Hole-Tide-Womens-V-Neck-Sleeves/dp/B01DQIXF18?dchild=1,https://m.media-amazon.com/images/I/61eUHlblG1L._AC_UL320_.jpg,30.82,"[1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1]",Amazon
Womens Halter Bow Neck Dress Dress,https://www.amazon.ca/Vince-Camuto-Womens-Crepe-Halter/dp/B0843BWB5W?dchild=1,https://m.media-amazon.com/images/I/71s0ueEIsIL._AC_UL320_.jpg,118.08,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1]",Amazon
4539 Dress,https://www.amazon.ca/Mapale-Mapale_4539_Black_M-4539-Dress-Black/dp/B08BB8H93X?dchild=1,https://m.media-amazon.com/images/I/6170C3jiDNL._AC_UL320_.jpg,23.3,"[1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1]",Amazon
Womens Mesh Sheer Faux Wrap Front Criss-Cross Drape Tight Bodycon Mini Dress Clubwear,https://www.amazon.ca/Freebily-Womens-Criss-Cross-Bodycon-Clubwear/dp/B087M75GHS?dchild=1,https://m.media-amazon.com/images/I/61fOeol4OEL._AC_UL320_.jpg,44.65,"[1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0]",Amazon
Summer Dress for Women Casual Dresses Womens Short Sleeve Bow Knot Floral Dress,https://www.amazon.ca/popiv-Summer-Casual-Dresses-Womens/dp/B085RH5FNJ?dchild=1,https://m.media-amazon.com/images/I/81oEpQogZUL._AC_UL320_.jpg,24.99,"[1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]",Amazon
Bridesmaid Dresses Short Prom Dress for Women Formal Party Homecoming Dress,https://www.amazon.ca/Sweetheart-Bridesmaid-Chiffon-Homecoming-Dresses/dp/B0837NPXS8?dchild=1,https://m.media-amazon.com/images/I/51vUUKKnzpL._AC_UL320_.jpg,60.0,"[1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]",Amazon
Women's Floral Print Long Sleeve Pockets Empire Waist Pleated Long Maxi Dress,https://www.amazon.ca/ZESICA-Womens-Floral-Pockets-Pleated/dp/B07ZCSH2K3?dchild=1,https://m.media-amazon.com/images/I/71z0rVYE97L._AC_UL320_.jpg,40.07,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",Amazon
Women Vintage Dresses 2019 New Botton Long Sleeve Peter Pan Collar Planet Print A-Line Dress,https://www.amazon.ca/Vintage-Dresses-Botton-Sleeve-Dress/dp/B07Y32CQDM?dchild=1,https://m.media-amazon.com/images/I/61WGO64Uw1L._AC_UL320_.jpg,,"[1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0]",Amazon
Women Adjustable Straps Summer Loose Casual Mini Spritz Swing Dress,https://www.amazon.ca/just-quella-Adjustable-Straps-Summer/dp/B07RPV414J?dchild=1,https://m.media-amazon.com/images/I/61qY1TaqWxL._AC_UL320_.jpg,34.88,"[1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0]",Amazon
"Ivory Snow Stage 1: Newborn Hypoallergenic Baby Laundry Detergent Liquid, 2.95 L (64 Loads)",https://www.amazon.ca/Ivory-Snow-Stage-Hypoallergenic-Detergent/dp/B00LM92D1W?dchild=1,https://m.media-amazon.com/images/I/81jwNrqvl9L._AC_UL320_.jpg,19.97,"[1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1]",Amazon
Num Num Pre-Spoon-Gootensil Glacier Green + Storm Gray,https://www.amazon.ca/Pre-Spoon-Gootensil-Glacier-Green-Storm-Gray/dp/B07L6L1KCN?dchild=1,https://m.media-amazon.com/images/I/81mtFBMxLcL._AC_UL320_.jpg,12.99,"[1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1]",Amazon
"Live Clean Baby Soothing Oatmeal Relief Tearless Baby Wash, 750 mL",https://www.amazon.ca/Live-Clean-Shampoo-Soothing-Oatmeal/dp/B009E4391U?dchild=1,https://m.media-amazon.com/images/I/51uwR0GDDUL._AC_UL320_.jpg,9.97,"[1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]",Amazon
"Clearblue Pregnancy Test Double-Check and Date Combo Pack – Weeks Indicator & Rapid Detection – Value Pack, 2ct, packaging may vary",https://www.amazon.ca/Clearblue-Pregnancy-Test-Double-Check-Combo/dp/B00BR1PV14?dchild=1,https://m.media-amazon.com/images/I/81WRTXPGoaL._AC_UL320_.jpg,18.87,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1]",Amazon
"FLINTSTONES Gummies Plus Immunity Support Multivitamin for Kids, With Extra Vitamin C and Added Zinc, 50 Gummies",https://www.amazon.ca/Bayer-Flintstones-Vitamins-Immunity-Supplement/dp/B00HHXY65I?dchild=1,https://m.media-amazon.com/images/I/81+wXGitMWL._AC_UL320_.jpg,8.99,"[1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0]",Amazon
Baby Brezza Formula Pro Advanced,https://www.amazon.ca/Baby-Brezza-Formula-Pro-Advanced/dp/B07MZW3JM9?dchild=1,https://m.media-amazon.com/images/I/51xhpERsNUL._AC_UL320_.jpg,239.98,"[1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",Amazon
"Celeep Baby Toddler Pillow Set [2-Pack] - 13"" x 18"" Toddler Bedding Small Pillow – Baby Pillow with 100% Cotton Cover - Washable and 100% Hypoallergenic - Perfect for Toddlers, Kids, Infant - Best for Travel - Toddler Cot",https://www.amazon.ca/2-Pack-Equinox-Baby-Toddler-Pillow/dp/B01IO1HW7K?dchild=1,https://m.media-amazon.com/images/I/71MeXCnZqjL._AC_UL320_.jpg,24.99,"[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0]",Amazon
"Easy@Home Pregnancy Test Strips Kit, Powered by Premom Ovulation Predictor iOS and Android APP, 20 HCG Tests",https://www.amazon.ca/Easy-Home-Pregnancy-Strips-Tests/dp/B00OR75KMU?dchild=1,https://m.media-amazon.com/images/I/51uo9y-hOZL._AC_UL320_.jpg,12.98,"[1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1]",Amazon
Munchkin 11020 Bath Letters and Numbers,https://www.amazon.ca/Munchkin-11020-Bath-Letters-Numbers/dp/B000V98HCI?dchild=1,https://m.media-amazon.com/images/I/81lDyUxC7KL._AC_UL320_.jpg,8.99,"[1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1]",Amazon
"Goodnites Bedwetting Underwear For Boys, L/XL (60-125+ Lb.), 34 Ct, Giga Pack (Packaging May Vary)",https://www.amazon.ca/GoodNites-Bedtime-Bedwetting-Underwear-Count/dp/B00IKGBVNG?dchild=1,https://m.media-amazon.com/images/I/810QHd333tL._AC_UL320_.jpg,24.99,"[1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",Amazon
Kolik Gripe Water - Alcohol Free 150 ml,https://www.amazon.ca/Kolik-Gripe-Water-Alcohol-Free/dp/B00BMA2RQM?dchild=1,https://m.media-amazon.com/images/I/61CunlpOVWL._AC_UL320_.jpg,4.98,"[1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0]",Amazon
"OVEYNERSIN Seat Cushion for Office Chair - Comfortable Desk Chair Cushion - 100% Pure Memory Foam Car Seat Cushion - Coccyx Orthopedic Pad - Relieves Back, Hip, Tailbone, Sciatica Pain - Gray",https://www.amazon.ca/OVEYNERSIN-Natural-Comfort-Seat-Cushion/dp/B07SZ7VSZN?dchild=1,https://m.media-amazon.com/images/I/71GfcTxT3cL._AC_UL320_.jpg,24.64,"[1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0]",Amazon
"Learning Resources Spike The Fine Motor Hedgehog, Sensory, Fine Motor Toy, Easter Basket Toy, Ages 18 months+",https://www.amazon.ca/Spike-the-Fine-Motor-Hedgehog/dp/B078WM314M?dchild=1,https://m.media-amazon.com/images/I/71Rqnx6V8tL._AC_UL320_.jpg,26.87,"[1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0]",Amazon
"Philips Avent My Bendy Straw Cup, 10oz, 2 pack, Pink/Purple, SCF792/22",https://www.amazon.ca/Philips-SCF792-22-Cup-10oz-Double/dp/B01M9IZB0N?dchild=1,https://m.media-amazon.com/images/I/81fxXXwTm0L._AC_UL320_.jpg,8.24,"[1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0]",Amazon
"Melissa & Doug Pattern Blocks and Boards Classic Toy, Wooden Shape Blocks, 120 Shapes & 5 Boards, 4.318 cm H x 21.59 cm W x 33.274 cm L",https://www.amazon.ca/Melissa-Doug-Pattern-Blocks-Boards/dp/B0015XQ5TQ?dchild=1,https://m.media-amazon.com/images/I/710T7W0KFVL._AC_UL320_.jpg,24.99,"[1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1]",Amazon
"Philips Avent Fast Bottle Warmer, SCF355/00",https://www.amazon.ca/Philips-Avent-Bottle-Warmer-SCF355/dp/B00LJ64JR4?dchild=1,https://m.media-amazon.com/images/I/61FvlpW3MCL._AC_UL320_.jpg,37.99,"[1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0]",Amazon
"Munchkin Splash Toddler Cups with Training Lids, 4 Pack",https://www.amazon.ca/Munchkin-Splash-Toddler-Cups-Training/dp/B078WRTMXK?dchild=1,https://m.media-amazon.com/images/I/81giU8m4D9L._AC_UL320_.jpg,15.99,"[1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0]",Amazon
NatureBond Baby Food Feeder/Fruit Feeder Pacifier (2 Pack) - Baby Teething Toy Teether With Silicone Sacs,https://www.amazon.ca/NatureBond-Baby-Feeder-Fruit-Pacifier/dp/B073VDSLRP?dchild=1,https://m.media-amazon.com/images/I/81E4uWzYWOL._AC_UL320_.jpg,20.9,"[1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1]",Amazon
"Enfamil A+ 2 Infant Formula, Powder Refill, 992g",https://www.amazon.ca/Enfamil-Infant-Formula-Powder-Refill/dp/B00DOPYSOW?dchild=1,https://m.media-amazon.com/images/I/81B6Sr8P2fL._AC_UL320_.jpg,42.98,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]",Amazon
